Код филиала,Название,"Адрес, строка 1","Адрес, строка 2",Город,Район,Область/край,Страна,Индекс,Основной номер телефона,Веб-сайт,Основная категория,Дополнительные категории,Часы работы,Изображения,Описание,Доп. телефон,Моб. телефон,Ярлыки,"Номер телефона для расширения ""Адреса"" в AdWords"
1239,Ин-Тайм,"ул. Шевченко, 8",,Александровка,,Кировоградская область,UA,00000, (67) 617-16-13,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:14:00",,"Александровка (склад № 1)",0 (800) 30-09-11,,,
1240,Ин-Тайм,"ул. Октябрьская, 10а",,Знаменка,,Кировоградская область,UA,00000, (67) 617-37-63,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Знаменка Центр (склад № 2)",0 (800) 30-09-11,,,
1144,Ин-Тайм,"прт Освободителей, 5",,Киев,,Киев,UA,00000, (67) 617-37-40,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Киев Освободителей (склад № 44)",0 (800) 30-09-11,,,
1134,Ин-Тайм,"ул.Здолбуновская, 7г",,Киев,,Киев,UA,00000, (67) 619-96-85,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Киев Здолбуновская (склад № 34)",0 (800) 30-09-11,,,
1109,Ин-Тайм,"ул. Крупской, 8",,Киев,,Киев,UA,00000, (67) 614-15-34,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Киев Крупская (склад № 9 до 30кг)",0 (800) 30-09-11,,,
2505,Ин-Тайм,"ул. Бульварная, 13",,Корюковка,,Черниговская область,UA,00000, (67) 612-44-60,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:09:00:15:00",,"Корюковка (склад № 1)",0 (800) 30-09-11,,,
1620,Ин-Тайм,"ул. 28 июня, 152",,Рени,,Одесская область,UA,00000, (67) 614-15-23,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Рени (склад № 1)",0 (800) 30-09-11,,,
0329,Ин-Тайм,"ул. Промышленная, 3",,Любомль,,Волынская область,UA,00000, (67) 612-48-86,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Любомль (склад № 1)",0 (800) 30-09-11,,,
0613,Ин-Тайм,"ул. Промышленная, 42",,Олевск,,Житомирская область,UA,00000, (67) 619-86-22,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Олевск (склад № 1)",0 (800) 30-09-11,,,
1021,Ин-Тайм,"ул. Киевская, 23",,Вишневое,,Киевская область,UA,00000, (67) 619-96-84,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Вишневое (склад № 1)",0 (800) 30-09-11,,,
2006,Ин-Тайм,"ул. Генерала Шухевича, 1",,Бучач,,Тернопольская область,UA,00000, (67) 612-49-19,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Бучач (склад № 1)",0 (800) 30-09-11,,,
2007,Ин-Тайм,"ул. Князя Василька, 152",,Теребовля,,Тернопольская область,UA,00000, (67) 612-49-30,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Теребовля (склад № 1)",0 (800) 30-09-11,,,
1726,Ин-Тайм,"ул. Шевченко, 10",,Новые Санжары,,Полтавская область,UA,00000, (67) 610-41-75,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Новые Санжары (склад № 1)",0 (800) 30-09-11,,,
0834,Ин-Тайм,"пер. Спортивный, 1б",,Акимовка,,Запорожская область,UA,00000, (67) 612-38-67,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Акимовка (склад № 1)",0 (800) 30-09-11,,,
2420,Ин-Тайм,"ул. Гагарина, 4а",,Тальное,,Черкасская область,UA,00000, (67) 612-38-75,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Тальное (склад № 1)",0 (800) 30-09-11,,,
0436,Ин-Тайм,"ул. Республиканская, 6а",,Днепродзержинск,,Днепропетровская область,UA,00000, (67) 613-79-12,http://www.intime.ua,Почтовая служба,Курьерская служба,"1:08:00:14:00,3:08:00:15:00,4:08:00:15:00,5:08:00:15:00,6:08:00:15:00,7:08:00:15:00",,"Днепродзержинск Авторынок (склад № 3 до 30кг)",0 (800) 30-09-11,,,
2312,Ин-Тайм,"ул. Красинских, 13",,Дунаевцы,,Хмельницкая область,UA,00000, (67) 613-79-00,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Дунаевцы (склад № 1)",0 (800) 30-09-11,,,
2008,Ин-Тайм,"ул. Привокзальная, 7",,Бережаны,,Тернопольская область,UA,00000, (67) 613-71-62,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Бережаны (склад № 1)",0 (800) 30-09-11,,,
0831,Ин-Тайм,"ул. Комсомольская, 16в",,Энергодар,,Запорожская область,UA,00000, (66) 086-32-75,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Энергодар  (склад № 1)",0 (800) 30-09-11,,,
2010,Ин-Тайм,"ул. Пушкина, 11",,Гусятин,,Тернопольская область,UA,00000, (67) 617-37-26,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Гусятин (склад № 1)",0 (800) 30-09-11,,,
2610,Ин-Тайм,"ул. Жукова, 24г",,Кельменцы,,Черновицкая область,UA,00000, (67) 617-65-81,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Кельменцы (склад № 1)",0 (800) 30-09-11,,,
0201,Ин-Тайм,"ул. 600летия, 17г",,Винница,,Винницкая область,UA,00000, (67) 619-69-90,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Винница  (склад № 1)",0 (800) 30-09-11,,,
0401,Ин-Тайм,"пер. Юннатов, 7",,Днепропетровск,,Днепропетровская область,UA,00000, (67) 613-52-04,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Днепропетровск Центральный (склад № 1)",0 (800) 30-09-11,,,
0601,Ин-Тайм,"ул. Ватутина, 79",,Житомир,,Житомирская область,UA,00000, (412) 55-89-58,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Житомир  (склад № 1)",0 (800) 30-09-11,,,
0801,Ин-Тайм,"ул. Победы, 131а",,Запорожье,,Запорожская область,UA,00000, (67) 613-51-97,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Запорожье Центральный (склад № 1)",0 (800) 30-09-11,,,
0901,Ин-Тайм,"ул. Ребета, 3",,Ивано-Франковск,,Ивано-Франковская область,UA,00000, (67) 619-69-87,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Ивано-Франковск  (склад № 1)",0 (800) 30-09-11,,,
1102,Ин-Тайм,"ул. Моторная, 9",,Киев,,Киев,UA,00000, (44) 498-20-11,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Киев Правый (склад № 2)",0 (800) 30-09-11,,,
1201,Ин-Тайм,"ул. Гоголя, 31",,Кировоград,,Кировоградская область,UA,00000, (67) 614-75-77,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Кировоград  (склад № 1)",0 (800) 30-09-11,,,
0523,Ин-Тайм,"ул. Лазо, 24",,Краматорск,,Донецкая область,UA,00000, (67) 619-69-72,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Краматорск (склад № 1)",0 (800) 30-09-11,,,
1719,Ин-Тайм,"ул. 60 лет Октября, 85",,Кременчуг,,Полтавская область,UA,00000, (536) 79-67-18,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Кременчуг  (склад № 1)",0 (800) 30-09-11,,,
0420,Ин-Тайм,"ул. Тбилисская, 17",,Кривой Рог,,Днепропетровская область,UA,00000, (67) 611-01-57,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Кривой Рог Центр (склад № 1)",0 (800) 30-09-11,,,
0302,Ин-Тайм,"ул. Лидавская, 2",,Луцк,,Волынская область,UA,00000, (332) 78-48-01,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Луцк  (склад № 2)",0 (800) 30-09-11,,,
1401,Ин-Тайм,"ул. Б.Хмельницкого, 176",,Львов,,Львовская область,UA,00000, (67) 614-17-14,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Львов Центральный (склад № 1)",0 (800) 30-09-11,,,
0509,Ин-Тайм,"ул. 7проезд, 5",,Мариуполь,,Донецкая область,UA,00000, (67) 619-00-61,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Мариуполь (склад № 1)",0 (800) 30-09-11,,,
0821,Ин-Тайм,"ул. 8 марта, 43/5",,Мелитополь,,Запорожская область,UA,00000,0676190081,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Мелитополь (склад № 1)",0 (800) 30-09-11,,,
1501,Ин-Тайм,"ул. 1я Ингульская, 1д",,Николаев,,Николаевская область,UA,00000, (512) 24-50-91,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Николаев (склад № 1)",0 (800) 30-09-11,,,
1602,Ин-Тайм,"ул. Атамана Чепиги, 29",,Одесса,,Одесская область,UA,00000, (48) 738-42-95,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Одесса Пересыпь (склад № 2)",0 (800) 30-09-11,,,
1701,Ин-Тайм,"ул. Тевелева, 2",,Полтава,,Полтавская область,UA,00000, (67) 614-54-86,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:06:00:19:00,4:06:00:19:00,5:06:00:19:00,6:06:00:19:00,7:06:00:15:00",,"Полтава Центр (склад № 1)",0 (800) 30-09-11,,,
1801,Ин-Тайм,"ул. Курчатова, 18в",,Ровно,,Ровенская область,UA,00000, (67) 614-54-89,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Ровно Центральный (склад № 1)",0 (800) 30-09-11,,,
1901,Ин-Тайм,"ул. Харьковская, 123",,Сумы,,Сумская область,UA,00000, (542) 64-10-27,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Сумы (склад № 1)",0 (800) 30-09-11,,,
2001,Ин-Тайм,"ул. Гаевая, 8",,Тернополь,,Тернопольская область,UA,00000, (67) 619-71-03,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Тернополь  (склад № 1)",0 (800) 30-09-11,,,
0701,Ин-Тайм,"ул. Лобачевского, 26",,Ужгород,,Закарпатская область,UA,00000, (67) 618-99-60,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Ужгород (склад № 1)",0 (800) 30-09-11,,,
2101,Ин-Тайм,"прт Гагарина, 183а",,Харьков,,Харьковская область,UA,00000, (67) 612-91-09,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Харьков Центральный (склад № 1)",0 (800) 30-09-11,,,
2301,Ин-Тайм,"пер. Первый Мирный, 20",,Хмельницкий,,Хмельницкая область,UA,00000, (382) 71-64-85,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Хмельницкий (склад № 1)",0 (800) 30-09-11,,,
